,food_com,food_sci,synonyms_open_tree_of_life,synonyms_wiki_search,synonyms_ncbi,synonyms_all_sources
1092387,wild_mint,mentha_arvensis,Calamintha arvensis oppr; Dysophylla pumila; Eusteralis crassicaulis pumila; Mentha acutifolia nummularia; Mentha agrestis; Mentha agrestis subrotunda; Mentha agrestris; Mentha albae-carolinae; Mentha alberti; Mentha allionii; Mentha angustifolia; Mentha anomala; Mentha approximata; Mentha arenaria; Mentha arguta; Mentha argutissima; Mentha argutissima recedens; Mentha argutissima subpilosa; Mentha arvensihirsuta; Mentha arvensihirsuta calcarea; Mentha arvensiplicata; Mentha arvensis acuta; Mentha arvensis adrophylloides; Mentha arvensis agrestis; Mentha arvensis albensis; Mentha arvensis albiflora; Mentha arvensis allionii; Mentha arvensis alverniensis; Mentha arvensis ambleodonta; Mentha arvensis angustifolia; Mentha arvensis approximata; Mentha arvensis aquatica; Mentha arvensis araiodonta; Mentha arvensis argutissima; Mentha arvensis arvensis; Mentha arvensis austriaca; Mentha arvensis axioprepa; Mentha arvensis badensis; Mentha arvensis badensis-obtusifolia; Mentha arvensis badensis-parietariifolia; Mentha arvensis badensis-praecox; Mentha arvensis beckeriana; Mentha arvensis borsodensis; Mentha arvensis bracteoligera; Mentha arvensis brevidens; Mentha arvensis caespitosa; Mentha arvensis campeomischos; Mentha arvensis campestris; Mentha arvensis campicola; Mentha arvensis campylocormos; Mentha arvensis confertidens; Mentha arvensis crispa; Mentha arvensis cryptodonta; Mentha arvensis cuneifolia; Mentha arvensis cuneisecta; Mentha arvensis cyrtodonta; Mentha arvensis decipiens; Mentha arvensis deflexa; Mentha arvensis diaphana; Mentha arvensis diffusa; Mentha arvensis distans; Mentha arvensis divaricata; Mentha arvensis divergens; Mentha arvensis dolichophylla; Mentha arvensis domita; Mentha arvensis dubia; Mentha arvensis duftschmidii; Mentha arvensis durolleana; Mentha arvensis exigua; Mentha arvensis foliicoma; Mentha arvensis fontana; Mentha arvensis gallica; Mentha arvensis garonnensis; Mentha arvensis gentiliformis; Mentha arvensis gentilis; Mentha arvensis ginsiensis; Mentha arvensis glaberrima; Mentha arvensis glabrescens; Mentha arvensis glabrior; Mentha arvensis glabriuscula; Mentha arvensis gracilis; Mentha arvensis grossidentata; Mentha arvensis hillebrandtii; Mentha arvensis hirsuta; Mentha arvensis hirsutior; Mentha arvensis hirticalyx; Mentha arvensis hirtipes; Mentha arvensis hispidula; Mentha arvensis holubyana; Mentha arvensis hostii; Mentha arvensis hymenophylla; Mentha arvensis illecebrosa; Mentha arvensis kitaibeliana; Mentha arvensis kolozsvariensis; Mentha arvensis lamprophyllos; Mentha arvensis lanceolata; Mentha arvensis lancifolia; Mentha arvensis lapponica; Mentha arvensis latifolia; Mentha arvensis legitima; Mentha arvensis licaensis; Mentha arvensis longibracteata; Mentha arvensis losarvensis; Mentha arvensis lucorum; Mentha arvensis macrodonta; Mentha arvensis major; Mentha arvensis marrubiastrum; Mentha arvensis melanochroa; Mentha arvensis minor; Mentha arvensis multiflora; Mentha arvensis mutabilis; Mentha arvensis neesiana; Mentha arvensis nemoralis; Mentha arvensis nemorum; Mentha arvensis nobilis; Mentha arvensis nummularia; Mentha arvensis obornyana; Mentha arvensis obtusidentata; Mentha arvensis obtusifolia; Mentha arvensis obtusifolia-praecox; Mentha arvensis obtusifolia-produmbens; Mentha arvensis ocymoides; Mentha arvensis olynthodos; Mentha arvensis pacheri; Mentha arvensis pacheriana; Mentha arvensis palitzensis; Mentha arvensis paludosa; Mentha arvensis palustris; Mentha arvensis parietariifolia; Mentha arvensis parietariifolia-obtusifolia; Mentha arvensis parietariifolia-praecox; Mentha arvensis parviflora; Mentha arvensis parvifolia; Mentha arvensis pascuorum; Mentha arvensis pastoritia; Mentha arvensis pegaia; Mentha arvensis plagensis; Mentha arvensis polymorpha; Mentha arvensis praeclara; Mentha arvensis praecox; Mentha arvensis procumbens; Mentha arvensis prostrata; Mentha arvensis pseudoagrestis; Mentha arvensis pulegiformis; Mentha arvensis pulegioides; Mentha arvensis pumila; Mentha arvensis radicans; Mentha arvensis ramosissima; Mentha arvensis regularis; Mentha arvensis riparia; Mentha arvensis rotundifolia; Mentha arvensis sabranskyi; Mentha arvensis salebrosa; Mentha arvensis salicetorum; Mentha arvensis sativa; Mentha arvensis savensis; Mentha arvensis serpentina; Mentha arvensis setigera; Mentha arvensis silvicola; Mentha arvensis simplex; Mentha arvensis slichoviensis; Mentha arvensis sphenophylla; Mentha arvensis stenodonta; Mentha arvensis styriaca; Mentha arvensis subarguta; Mentha arvensis subcordata; Mentha arvensis subglabra; Mentha arvensis subrotunda; Mentha arvensis suecica; Mentha arvensis sylvatica; Mentha arvensis tenuifolia; Mentha arvensis turfosa; Mentha arvensis uliginosa; Mentha arvensis varians; Mentha arvensis vicearvensis; Mentha arvensis villosa; Mentha arvensis villosissima; Mentha arvensis vulgaris; Mentha arvicola; Mentha atrovirens; Mentha austriaca; Mentha austriaca boraei; Mentha austriaca caespitosa; Mentha austriaca genuina; Mentha austriaca grata; Mentha austriaca multiflora; Mentha austriaca pulchella; Mentha austriaca salicetorum; Mentha badensis; Mentha baguetiana; Mentha barbata; Mentha brachystachya stenodonta; Mentha bracteolata; Mentha campestris; Mentha campicola; Mentha canadensis; Mentha collina; Mentha cuneifolia; Mentha deflexa; Mentha densiflora; Mentha densifoliata; Mentha diffusa; Mentha dissitiflora; Mentha distans; Mentha divaricata; Mentha divergens; Mentha dubia; Mentha duffourii; Mentha duftschmidii; Mentha ehrhartiana; Mentha exigua; Mentha flagellifera; Mentha flexuosa; Mentha florida; Mentha fluviatilis; Mentha fochii; Mentha foliicoma; Mentha fontana; Mentha fontana brevibracteata; Mentha fontana conferta; Mentha fontqueri; Mentha fossicola; Mentha gallica; Mentha gentiliformis; Mentha gentilis; Mentha gintliana; Mentha glabrior; Mentha gracilescens; Mentha graveolens; Mentha hakka; Mentha hillebrandtii; Mentha hispidula; Mentha hostii; Mentha hostii arvina; Mentha intermedia; Mentha jahniana; Mentha joffrei; Mentha kitaibeliana; Mentha lamiifolia; Mentha lamprophyllos; Mentha lanceolata; Mentha lanceolata sublanata; Mentha lapponica; Mentha lapponica parietariifolia; Mentha lata; Mentha lata agraria; Mentha latifolia; Mentha latissima; Mentha laxa; Mentha longibracteata; Mentha maculata; Mentha marrubiastrum; Mentha melissifolia; Mentha minor; Mentha moenchii; Mentha moldavica; Mentha mosana; Mentha multiflora; Mentha multiflora serpentina; Mentha mutabilis; Mentha neesiana; Mentha nemorosa; Mentha nemorum; Mentha nessiana; Mentha nobilis; Mentha nummularia; Mentha obtusata; Mentha obtusodentata; Mentha ocymoides; Mentha odorata; Mentha origanifolia; Mentha ovata; Mentha palitzensis; Mentha paludosa; Mentha palustris; Mentha palustris reflexifolia; Mentha parietariifolia; Mentha parietariifolia ginsiensis; Mentha parvifolia; Mentha parvula; Mentha pascuorum; Mentha penardii; Mentha piersiana; Mentha pilosa; Mentha pilosella; Mentha plagensis; Mentha plicata; Mentha polymorpha; Mentha praeclara; Mentha praecox; Mentha praticola; Mentha procumbens; Mentha procumbens austriaca; Mentha procumbens ehrhartiana; Mentha procumbens major; Mentha procumbens rigida; Mentha procumbens ruralis; Mentha procumbens salebrosa; Mentha procumbens segetalis; Mentha procumbens uliginosa; Mentha prostrata; Mentha pulchella; Mentha pulchella approximata; Mentha pulegiformis; Mentha pumila; Mentha quadrifolia; Mentha rigida; Mentha riparia pilosa; Mentha rothii; Mentha rotundata; Mentha ruderalis; Mentha ruralis; Mentha salebrosa; Mentha sativa; Mentha sativa flexuosa; Mentha sativa gracilis; Mentha sativa humifusa; Mentha sativa parietariifolia; Mentha sativa procumbens; Mentha sativa subrotundifolia; Mentha schreberi; Mentha scrophulariifolia; Mentha segetalis; Mentha serrata; Mentha silvicola; Mentha simplex; Mentha slichoviensis; Mentha slichoviensis campicola; Mentha slichoviensis fossicola; Mentha sparsiflora; Mentha sparsiflora pascuorum; Mentha subcollina; Mentha subcordata; Mentha subfontanea; Mentha subinodora; Mentha sylvatica; Mentha tenuicaulis; Mentha tenuifolia; Mentha thayana; Mentha uliginosa; Mentha vanhaesendonckii; Mentha varians; Mentha verisimilis; Mentha versannii; Mentha verticillata arguta; Mentha verticillata moenchiana; Mentha verticillata obtusata; Mentha verticillata origanifolia; Mentha verticillata rothii; Mentha villosa; Mentha viridula; Pogostemon pumilus,field mint; wild mint,"Mentha gentilis; Mentha villosa; corn mint; field mint; wild mint; Mentha arvensis L., 1753; Mentha villosa Becker, 1827",
1092418,,veronica_liwanensis,Veronica telephiifolia pilosula,,"Veronica liwanensis K.Koch, 1849",
1092431,,pueraria_thomsonii,Pueraria lobata var. thomsonii; Pueraria montana var. chinensis; Pueraria thomsonii,Japanese arrowroot; Chinese arrowroot; Kudzu,"Pueraria lobata var. thomsonii; Pueraria montana var. chinensis; Pueraria thomsonii; Pueraria lobata var. thomsonii (Benth.) Maesen, 1985; Pueraria montana var. thomsonii (Benth.) M.R.Almeida, 1998; Pueraria thomsonii Benth., 1867",
1092438,,polygonum_flaccidum,Persicaria donii; Persicaria flaccida; Persicaria hydropiper eglandulosa; Persicaria hydropiper flaccida; Persicaria hydropiper glandulosissima; Persicaria hydropiper oryzetum; Persicaria maculosa pubescens; Persicaria roettleri; Polygonum babingtonii; Polygonum barbatum; Polygonum biscatilium; Polygonum bisculatium; Polygonum donii; Polygonum flaccidum; Polygonum flaccidum hispidum; Polygonum hamiltonii; Polygonum hispidum; Polygonum hydropiper acuminatum; Polygonum hydropiper flaccidum; Polygonum hydropiper glandulosissima; Polygonum hydropiper hispidum; Polygonum oryzetorum; Polygonum posumbu; Polygonum pubescens; Polygonum rivulare; Polygonum roettleri; Polygonum spirale; Polygonum tenellum,,"Polygonum flaccidum Roxb., 1832",
1092444,,aster_novi,,,,
1092504,,symplocos_uniflora,Eugeniodes anamalayanum; Eugeniodes parviflorum; Eugeniodes uniflorum; Stemmatosiphum uniflorum; Symplocos anamallayana; Symplocos catarinensis; Symplocos klotzschii; Symplocos padus; Symplocos parviflora; Symplocos uniflora paleacea; Symplocos uruguensis,,"Stemmatosiphum uniflorum; Stemmatosiphum uniflorum Pohl, 1831; Symplocos uniflora (Pohl) Benth., 1839",
1092662,,psiadia_punctulata,Baccharis resiniflua; Nidorella punctulata; Psiadia aparine; Psiadia arabica; Psiadia dodonaeifolia; Psiadia resiniflora; Psiadia resiniflua; Psiadia vernicosa,,"Psiadia punctulata Vatke, 1877; Psidia punctulata; Psidia punculata",
1092663,,crepis_taraxacifolia,Barkhausia taraxacifolia; Crepis haensleri; Crepis taraxacifolia; Crepis taraxifolia; Crepis vesicaria subsp. haenseleri,,"Barkhausia taraxacifolia; Crepis haensleri; Crepis taraxacifolia; Crepis taraxifolia; Crepis vesicaria subsp. haenseleri; Barkhausia taraxacifolia (Thuill.) DC., 1805; Crepis taraxacifolia Thuill., 1799; Crepis vesicaria subsp. haenseleri (Boiss. ex DC.) P.D.Sell; Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell., 1914",
1092665,,ferula_malacophylla,,,,
1092666,ribworts,plantago_carinata,Plantago albicans; Plantago carinata; Plantago caspica; Plantago lessingii; Plantago loeflingii; Plantago microcephala; Plantago minima; Plantago minuta lessingii; Plantago mongolica; Plantago nana,,Bougueria; ribworts; Plantago L.,
1093221,,ferula_badrakema,Ferula afghanistanica; Ferula badra-kema,Ferula badra-kema,"Ferula badra-kema; Ferula badrakema Koso-Pol., 1921",Ferula badra-kema
1093223,,pseudomonas_sp._lbc1,,,,
1093255,,daphne_giraldii,,,"Daphne giraldii Nitsche, 1907; Daphne geraldii",
1093258,,sagittaria_pygmacea,,,,
1093264,,lobelia_erinus,Dortmanna debilis natalensis; Dortmanna erinoides; Dortmanna erinus; Dortmanna flexuosa; Dortmanna lavandulacea; Dortmanna senegalensis; Enchysia erinoides; Grammatotheca erinoides; Laurentia erinoides; Lobelia acutangula; Lobelia algoensis; Lobelia altimontis; Lobelia bellidifolia; Lobelia benguellensis; Lobelia bicolor; Lobelia bracteolata; Lobelia candida publ; Lobelia chilawana; Lobelia dortmannii; Lobelia erinoides; Lobelia erinus bellidifolia; Lobelia erinus bicolor; Lobelia erinus bracteolata; Lobelia erinus elata; Lobelia erinus gracilis; Lobelia erinus grandiflora; Lobelia erinus schrankii; Lobelia erinus subvillosa; Lobelia filiformis albiflora; Lobelia filiformis multipilis; Lobelia filiformis muzandazora; Lobelia filiformis natalensis; Lobelia gordonii; Lobelia jugosa; Lobelia keilhackii; Lobelia lavendulacea; Lobelia lydenburgensis; Lobelia melsetteria publ; Lobelia montaguensis; Lobelia natalensis; Lobelia natalensis subulifolia; Lobelia nuda; Lobelia nuda hirtella; Lobelia nuda rosulata; Lobelia nuzana; Lobelia oranjensis; Lobelia parvifolia; Lobelia paxtoniana; Lobelia pendula; Lobelia polyodon; Lobelia procumbens; Lobelia pubescens simplex; Lobelia raridentata; Lobelia rosulata; Lobelia rosulata hirtella; Lobelia schrankii; Lobelia secunda; Lobelia senegalensis; Lobelia senegalensis turgida; Lobelia transvaalensis; Lobelia trierarchii; Lobelia turgida; Lobelia turgida peteri; Lobelia wildii; Lobelia wildii arcana; Monopsis debilis conspicua; Monopsis simplex conspicua; Rapuntium acutangulum; Rapuntium bellidifolium; Rapuntium bicolor; Rapuntium erinoides; Rapuntium erinus; Rapuntium flexuosum; Rapuntium kohautianum; Rapuntium krebsianum; Rapuntium procumbens,edging lobelia; garden lobelia; trailing lobelia,"Lobelia erinus L., 1753",
1093273,,tichocarpus_crinitus,Fucus crinitus; Gelidium crinitum; Prionitis crinita; Sphaerococcus crinitus,,"Fucus crinitus; Fucus crinitus S.G.Gmelin, 1768; Tichocarpus crinitus (S.G.Gmelin) Ruprecht, 1850",
1093284,,ophiorrhiza_hayatana,Ophiorrhiza stenophylla,,"Ophiorrhiza hayatana Ohwi, 1934",
1093285,,rubia,,madder,"Rubia L., 1753",
1093291,,cananga,Canangium; Fitzgeraldia,,"Unona subsect. Cananga; Cananga (DC.) Hook.f. & Thomson, 1855; Unona subsect. Cananga DC., 1817",
1093302,,davallia_mariesii,,,"Davallia mariesii H.J.Veitch, 1880; Davillia mariesii",
1093306,,maytenus_putterlickoides,,M. putterlickoides,,
1093314,,spermacoce_laevis,Spermacoce laevis; Spermacoce roxburghii,,"Spermacoce laevis; Spermacoce tenuior L., 1753",
1093318,,morinda_lucida,,,"Morinda lucida Benth., 1849",
1093319,,coussarea_macrophylla,Coussarea macrantha; Faramea macrophylla,,"Coussarea macrophylla Müll.Arg., 1875",
1093323,,myricaria_paniculata,,,"Myricaria paniculata P.Y.Zhang & Y.J.Zhang, 1984",
1093330,,penicillium_digitatum,Aspergillus digitatus; Monilia digitata; Mucor cespitosus; Mucor digitata; Penicillium digitatum californicum; Penicillium digitatum digitatum; Penicillium digitatum latum; Penicillium digitatum var. californicum; Penicillium digitatum var. digitatum; Penicillium digitatum var. latum; Penicillium olivaceum,,"Monilia digitata; Monilia digitata Pers., 1801; Penicillium digitatum (Pers.) Sacc., 1881; CBS 112082; CBS-112082; CBS112082; CBS:112082; IBT 13068; IBT-13068; IBT13068; IBT:13068; Penicillum digitatum",
1093331,,bulbophyllum,Acrochaene; Adelopetalum; Anisopetalon; Anisopetalum; Blepharochilum; Bolbophyllaria; Bolbophyllopsis; Bolbophyllum; Bulbophyllaria; Bulbophyllopsis; Bulbophyllum ambiguum; Bulbophyllum crassiflorum; Bulbophyllum grande; Bulbophyllum lineatum; Canacorchis; Carparomorchis; Chaseella; Cirrhopetalum; Cochlia; Codonosiphon; Dactylorhynchus; Didactyle; Diphyes; Drymoda; Ephippium; Epicranthes; Epicranthus; Epicrianthes; Epicrianthus; Ferruminaria; Fruticicola; Gersinia; Hamularia; Hapalochilus; Henosis; Hippoglossum; Hordeanthos; Hordeanthus; Hyalosema; Ichthyostomum; Ione; Jejosephia; Karorchis; Kaurorchis; Lepanthanthe; Lyraea; Macrolepis; Malachadenia; Mastigion; Megaclinium; Monomeria; Monosepalum; Odontostyles; Odontostylis; Oncophyllum; Osyricera; Oxysepala; Oxysepalum; Papulipetalum; Pedilochilus; Pelma; Peltopus; Phyllorkis; Rhytionanthos; Saccoglossum; Sarcobodium; Serpenticaulis; Sestochilos; Spilorchis; Stachyanthus; Stilbophyllum; Sunipia; Synarmosepalum; Tapeinoglossum; Taurostalix; Trachyrhachis; Trias; Tribrachia; Tripudianthes; Vesicisepalum; Xiphizusa; Zygoglossum,Acrochaene; Henosis,"Adelopetalum; Chaseella; Dactylorhynchus; Drymoda; Genyorchis; Jejosephia; Monosepalum; Pedilochilus; Saccoglossum; Adelopetalum Fitzg., 1891; Bulbophyllum Thouars, 1822; Chaseella Summerh., 1961; Dactylorhynchus Schltr., 1913; Drymoda Lindl., 1838; Monosepalum Schltr., 1913",
1093333,pangolins,pholidota_rubra,Coelogyne rubra; Coelogyne undulata; Pholidota undulata,,"Pholidota rubra; Coelogyne rubra (Lindl.) Rchb.f., 1861; Pholidota rubra Lindl., 1830",
1093335,,litsea_sebiferea,,,,
1093357,,populus_jackii,Populus andrewsii; Populus bernardii; Populus deltoides x Populus balsamifera; Populus dutillyi; Populus generosa; Populus gileadensis; Populus jackii; Populus manitobensis; balm-of-Gilead,balm-of-Gilead; bam bud; bom-a-gilly,Populus deltoides x Populus balsamifera; Populus jackii; Populus x jackii Sarg.; balm-of-Gilead,balm-of-Gilead
1093358,,calceolaria_corymbosa,,,"Calceolaria corymbosa Ruiz & Pav., 1798",
1093362,,planchonella,Albertisiella; Blabeia; Bureavella; Iteiluma; Peuceluma; Pyriluma; Siderocarpus,,"Planchonella Pierre, 1890",
1093440,,salvia_bucharica,Arischrada bucharica; Salvia honigbergeri; Schraderia bucharica; Stiefia bucharica,,"Salvia bucharica Popov, 1923",
1093445,,sardinops_melanostictus,Clupea melanosticta; Sardinops sagax melanosticta; Sardinops sagax melanostictus,,"Clupea melanosticta; Sardinops melanostictus; Sardinops sagax melanosticta; Sardinops sagax melanostictus; Clupea melanosticta Temminck & Schlegel, 1846; Sardinops melanosticta (Temminck & Schlegel 1846); Sardinops melanostictus (Temminck & Schlegel, 1846)",
1093450,,heliopsis_scabia,,,,
1093460,,sideritis_javalambrensis,Fracastora linearifolia; Sideritis giennensis; Sideritis gudarica; Sideritis hyssopifolia javalambrensis; Sideritis javalambrensis; Sideritis linearifolia; Sideritis linearifolia javalambrensis; Sideritis pungens javalambrensis; Sideritis pungens vigoi,,"Sideritis javalambrensis; Sideritis javalambrensis Pau, 1887; Sideritis pungens subsp. javalambrensis (Pau) Obón & D.Rivera, 1994",
1093464,,coronilla_scorpioides,Arthrolobium scorpioides; Arthrolobium tauricum; Arthrothamnus scorpioides; Astrolobium scorpioides; Ornithopus scorpioides; Scorpioides matthioli,,"Ornithopus scorpioides; Coronilla scorpioides (L.) W.D.J.Koch, 1839; Ornithopus scorpioides L., 1753",
1093470,,pterozonium_brevifons,,,,
1093474,,calluna,,,Calluna Salisb.,
1093475,,cayratia_japonica,Cayratia cf. japonica MR-2013; Cayratia japonica,bushkiller; yabu garashi; Japanese cayratia herb,"Cayratia japonica; Vitis japonica; yabu garashi; Causonis japonica (Thunb.) Raf., 1838; Cayratia japonica (Thunb.) Gagnep., 1911; Vitis japonica Thunb., 1784",
1093477,,gladiolus_segetum,Ballosporum segetum; Gladiolus arvaticus; Gladiolus communis distichus; Gladiolus communis grandiflorus; Gladiolus communis parviflorus; Gladiolus commutatus; Gladiolus cyclocarpus; Gladiolus dalmaticus; Gladiolus dubius; Gladiolus guepinii; Gladiolus infestus; Gladiolus leucanthus; Gladiolus ludovicae; Gladiolus pallidus; Gladiolus proteiflorus; Gladiolus rigescens; Gladiolus ruricola; Gladiolus segetalis; Gladiolus segetum; Gladiolus segetum commutatus; Gladiolus segetum grandiflorus; Gladiolus segetum guepinii; Gladiolus segetum infestus; Gladiolus segetum ludovicae; Gladiolus segetum sterilis; Gladiolus spathaceus; Gladiolus tenuiflorus; Gladiolus turkmenorum; Sphaerospora segetum publ,,,
1093480,,polyscias_dichroostachya,,,"Polyscias dichroostachya Baker, 1868",
1093545,,papaver_litwinowii,Papaver dubium erosum; Papaver dubium laevigatum; Papaver glabellum; Papaver lacerum; Papaver lacerum litwinowii; Papaver laevigatum erosum; Papaver litwinowii; Papaver maeoticum; Papaver rhodopeum,,,
1093547,,papaver_albiflorum,,,,
1093586,,zanthoxylum_tetraspermum,Fagara tetrasperma,,,
1093589,,bonafousia_macrocalyx,Anacampta macrocalyx; Anacampta muelleriana; Bonafousia macrocalyx; Bonafousia morettii; Bonafousia muelleriana; Codonemma calycinum; Codonemma macrocalyx; Odontadenia macrocalyx; Peschiera multiflora; Quadricasaea caquetensis; Quadricasaea inaequilateralis; Tabernaemontana benthamiana; Tabernaemontana inaequilateralis; Tabernaemontana muelleriana,,,
1093590,,tabernaemontana,Anacampta; Anartia; Bonafousia; Camerunia; Capuronetta; Codonemma; Conopharyngia; Domkeocarpa; Ervatamia; Gabunia; Hazunta; Leptopharyngia; Merizadenia; Muntafara; Ochronerium; Oistanthera; Pagiantha; Pandaca; Pandacastrum; Peschiera; Phrissocarpus; Protogabunia; Pterotaberna; Quadricasaea; Reichardia; Rejoua; Sarcopharyngia; Stemmadenia; Stenosolen; Taberna; Testudipes; Woytkowskia,Reichardia Dennst.,Peschiera; Tabernaemontana L.,
1093595,,castela_tortuosa,,,"Castela tortuosa Liebm., 1853",
1093596,,eurycoma_harmandiana,,,,
1093598,jessamines,jasminum_urophyllum,Jasminum brevidentatum; Jasminum brevidentatum ferrugineum; Jasminum cathayense; Jasminum taiwanianum; Jasminum urophyllum henryi; Jasminum urophyllum wilsonii,,"Jasminum urophyllum Hemsl., 1889",
1093621,,melodinus_henryi,Echaltium piscidium; Melodinus annamensis; Melodinus crassipetalus; Melodinus guignardii; Melodinus henryi; Melodinus jumellei; Melodinus locii; Melodinus minutiflorus; Melodinus myrtifolius; Melodinus oblongus; Melodinus silvaticus; Melodinus spireanus; Melodinus tonkinensis; Melodinus tournieri; Nerium piscidium; Oncinus cochinchinensis; Wrightia piscidia,,,
1093644,brooklimes,veronica_didyma,Pocilla polita; Veronica agrestis didyma; Veronica agrestis polita; Veronica alsiphila; Veronica didyma; Veronica nitidula; Veronica polita ludwigiana,,"Veronica didyma; Veronica didyma Ten.; Veronica polita Fr., 1822",
1093662,,desmanthodium,,,Desmanthodium Benth.,
1093664,,centaurea_jacea,Calcitrapa pratensis; Centaurea commutata; Centaurea decumbens; Centaurea jacea jacea; Centaurea jacea lusitanica; Centaurea jacea scopulicola; Centaurea lusitanica; Centaurea scopulicola; Centaurea variabilis; Jacea pratensis pratensis,brown knapweed; brownray knapweed,"Centaurea jacea L., 1753",
1093670,,achillea_falcata,Achillea cristata; Achillea damascena; Achillea falcata breviradiata; Achillea falcata falcata; Achillea sulphurea; Achillea sulphurea sulphurea; Ceratocephalus falcatus; Ceratocephalus falcatus falcatus; Ceratocephalus falcatus incurvus; Ceratocephalus furfuraceus; Ceratocephalus incurvus; Ptarmica cristata; Santolina falcata,,,
1093671,,acmella_ciliata,Acmella ciliata ciliata; Acmella fimbriata; Ceratocephalus ciliatus; Ceratocephalus fimbriatus; Ceratocephalus poeppigii; Spilanthes ciliata; Spilanthes ciliata ciliata; Spilanthes fimbriata; Spilanthes melampodioides; Spilanthes poeppigii; Spilanthes popayanensis,,"Spilanthes ciliata; Acmella ciliata (Kunth) Cass., 1822; Spilanthes ciliata Kunth, 1818",
1093673,,schefflera_impressa,Agalma tomentosum; Hedera tomentosa; Heptapleurum glaucum; Heptapleurum impressum; Heptapleurum tomentosum; Panax rhododendrifolius; Panax tomentosus; Schefflera impressa; Schefflera seemannii,,"Panax rhododendrifolius; Schefflera impressa; Schefflera rhododendrifolia; Heptapleurum rhododendrifolium (Griff.) G.M.Plunkett & Lowry, 2020; Panax rhododendrifolius Griff., 1848; Schefflera impressa (C.B.Clarke) Harms; Schefflera rhododendrifolia (Griff.) Frodin",
1093674,,polygonum_peregrinatoris,Aconogonon tibeticum; Aconogonon tortuosum; Aconogonon tortuosum pubipetalum; Aconogonon tortuosum tibetanum; Koenigia tortuosa pubipetala; Koenigia tortuosa tibetana; Polygonum peregrinatoris; Polygonum tataricum; Polygonum tibeticum; Polygonum tortuosum; Polygonum tortuosum tibetanum,,,
1093679,,aspidosperma_obscurinervium,,,,
1093680,,aspidosperma_limae,,,,
1093693,,mikania_saltensis,Mikania saltensis saltensis; Willoughbya saltensis,,,
1093696,common_sea_urchin,paracentrotus_lividus,? lividus; Echinus complanatus; Echinus concavus; Echinus lithophagus; Echinus lividus; Echinus purpureus; Echinus saxatilis; Echinus vulgaris; Euryechinus lividus; Microcordyla asteriae; Strongylocentrotus lividus; Toxocidaris livida; Toxopneustes complanatus; Toxopneustes concavus; Toxopneustes lividus,Microcordyla asteriae; Echinus lividus; Strongylocentrotus lividus,"Echinus lividus; common urchin; common sea urchin; Echinus lividus Lamarck, 1816",Echinus lividus
1093700,,eremophila_fraseri,Bondtia fraseri; Bontia fraseri; Pholidia fraseri,,"Eremophila fraseri F.Muell., 1879",
1093701,,gardenia_cramerii,,,,
1093708,,eupatorium_chinense,Eupatorium album; Eupatorium chinense angustatum; Eupatorium chinense chinense; Eupatorium chinense dissectum; Eupatorium chinense oppositifolium; Eupatorium chinense reevesii; Eupatorium chinense simplicifolium; Eupatorium chinense tripartitum; Eupatorium chinense yuliense; Eupatorium clematideum; Eupatorium clematideum clematideum; Eupatorium crenatifolium; Eupatorium fortunei angustatum; Eupatorium fortunei dissectum; Eupatorium fortunei fragrans; Eupatorium fortunei glandulosum; Eupatorium fortunei simplicifolium; Eupatorium fotunei dissectum; Eupatorium hakonense hakonense; Eupatorium hakonense intermedium; Eupatorium japonicum angustatum; Eupatorium japonicum eglandulosum; Eupatorium japonicum fragrans; Eupatorium japonicum japonicum; Eupatorium japonicum makinoi; Eupatorium japonicum sachalinensis; Eupatorium japonicum tripartitum; Eupatorium laciniatum dissectum; Eupatorium laciniatum laciniatum; Eupatorium makinoi; Eupatorium makinoi oppositifolium; Eupatorium melanadenium; Eupatorium reevesii; Eupatorium sachalinense aureoreticulatum; Eupatorium sachalinense oppositifolia; Eupatorium sachalinense sachalinense; Eupatorium sinense; Eupatorium squamosum; Eupatorium tripartitum; Eupatorium tripartitum angustatum; Eupatorium wallichii wallichii; Mikania clematidea,,"Eupatorium chinense L., 1753",
